-5.000000000000000000e+00,2.673468230023215764e+00
-4.898989898989898784e+00,3.376599537226061543e+00
-4.797979797979797567e+00,2.887573616733549287e+00
-4.696969696969697239e+00,2.995933600492852289e+00
-4.595959595959596022e+00,3.048027209130363513e+00
-4.494949494949494806e+00,3.015901658448980616e+00
-4.393939393939393590e+00,2.630927527768997187e+00
-4.292929292929293261e+00,2.207556368483075460e+00
-4.191919191919192045e+00,1.477046677566025368e+00
-4.090909090909090828e+00,3.599314003221567582e-01
-3.989898989898989612e+00,-5.155242721834167874e-01
-3.888888888888888840e+00,-1.581468791888760439e+00
-3.787878787878788067e+00,-2.363204481291547587e+00
-3.686868686868686851e+00,-4.158959725145116693e+00
-3.585858585858585634e+00,-4.420240135925444847e+00
-3.484848484848484862e+00,-5.587038204776794359e+00
-3.383838383838384090e+00,-6.404409367329943592e+00
-3.282828282828282873e+00,-6.232975074740333632e+00
-3.181818181818181657e+00,-6.929381162301630148e+00
-3.080808080808080884e+00,-6.361532411891060335e+00
3.080808080808081328e+00,7.961609630808177407e-01
3.181818181818181657e+00,4.879643641676714716e-01
3.282828282828281985e+00,9.676402890104025545e-01
3.383838383838384090e+00,5.833111508428630021e-01
3.484848484848484418e+00,9.028770615206410666e-01
3.585858585858586522e+00,2.263285862574391683e+00
3.686868686868686851e+00,2.551623004305664910e+00
3.787878787878787179e+00,3.672845765509148652e+00
3.888888888888889284e+00,4.000138182214133309e+00
3.989898989898989612e+00,4.970750247618076045e+00
4.090909090909089940e+00,6.023572136615535477e+00
4.191919191919192045e+00,6.986208175640543416e+00
4.292929292929292373e+00,7.570307825597430096e+00
4.393939393939394478e+00,8.293637593760671223e+00
4.494949494949494806e+00,8.401189871147430210e+00
4.595959595959595134e+00,8.217891939427962811e+00
4.696969696969697239e+00,9.002588511836052021e+00
4.797979797979797567e+00,8.024967904796421081e+00
4.898989898989899672e+00,7.835701375297441373e+00
5.000000000000000000e+00,7.885957926617089164e+00
